id,lat,lng,date,count
203501,42.3421746,-71.0629376,Wed 4/3/1991,19.5
203507,42.4065393,-71.167457,Wed 4/3/1991,48
203513,42.357555,-71.0545667,Tue 9/17/1991,11
203517,42.3646036,-71.06975729999999,Fri 9/13/1991,40.5
