inject_date,street,city,roadType,pubMillis,locy,locx,subtype,reliability,uuid,type,reportRating,magvar,startTime,startTimeMillis,endTime,endTimeMillis
2/23/15 11:10,I-90 E,"Boston, MA",3,1.42E+12,42.343414,-71.061207,HAZARD_ON_ROAD_POT_HOLE,8,8a7b25f4-44ce-320e-aeab-6619df006121,WEATHERHAZARD,3,22,2/23/15 11:06,1.42E+12,2/23/15 11:07,1.42E+12
2/23/15 11:20,Park Dr,"Boston, MA",0,1.42E+12,42.344759,-71.104209,HAZARD_ON_ROAD_POT_HOLE,7,43f39272-73d0-38e5-8f2b-3288110ec09a,WEATHERHAZARD,3,172,2/23/15 11:16,1.42E+12,2/23/15 11:17,1.42E+12
2/23/15 11:20,Riverway,"Boston, MA",6,1.42E+12,42.342957,-71.103521,HAZARD_ON_ROAD_POT_HOLE,7,f4ea0c4b-1a4c-350d-b8da-57fe8bdf4f39,WEATHERHAZARD,3,133,2/23/15 11:16,1.42E+12,2/23/15 11:17,1.42E+12
2/23/15 11:20,N Washington St,"Boston, MA",6,1.42E+12,42.368758,-71.059811,HAZARD_ON_ROAD_POT_HOLE,5,7b7e8d51-c9af-3528-9b22-852eba8f3511,WEATHERHAZARD,3,152,2/23/15 11:16,1.42E+12,2/23/15 11:17,1.42E+12
2/23/15 11:20,New Rutherford Ave,"Boston, MA",6,1.42E+12,42.37137,-71.062722,HAZARD_ON_ROAD_POT_HOLE,5,f68b1b0e-b1cc-336d-a956-4fd687c663a5,WEATHERHAZARD,3,118,2/23/15 11:16,1.42E+12,2/23/15 11:17,1.42E+12
2/23/15 11:20,N Washington St,"Boston, MA",6,1.42E+12,42.367182,-71.058686,HAZARD_ON_ROAD_POT_HOLE,5,0a430170-6d19-3ddf-bf97-28d549a701cd,WEATHERHAZARD,1,-28,2/23/15 11:16,1.42E+12,2/23/15 11:17,1.42E+12
2/23/15 11:20,I-90 E,"Boston, MA",3,1.42E+12,42.343414,-71.061207,HAZARD_ON_ROAD_POT_HOLE,10,8a7b25f4-44ce-320e-aeab-6619df006121,WEATHERHAZARD,3,22,2/23/15 11:16,1.42E+12,2/23/15 11:17,1.42E+12
2/23/15 11:30,Arborway,"Boston, MA",6,1.42E+12,42.301516,-71.112297,HAZARD_ON_ROAD_POT_HOLE,6,f4f33103-2084-3bea-9907-6007dc72dfe2,WEATHERHAZARD,2,-88,2/23/15 11:26,1.42E+12,2/23/15 11:27,1.42E+12
2/23/15 11:30,Riverway,"Boston, MA",6,1.42E+12,42.342957,-71.103521,HAZARD_ON_ROAD_POT_HOLE,8,f4ea0c4b-1a4c-350d-b8da-57fe8bdf4f39,WEATHERHAZARD,3,133,2/23/15 11:26,1.42E+12,2/23/15 11:27,1.42E+12
2/23/15 11:30,N Washington St,"Boston, MA",6,1.42E+12,42.368758,-71.059811,HAZARD_ON_ROAD_POT_HOLE,5,7b7e8d51-c9af-3528-9b22-852eba8f3511,WEATHERHAZARD,3,152,2/23/15 11:26,1.42E+12,2/23/15 11:27,1.42E+12
2/23/15 11:30,New Rutherford Ave,"Boston, MA",6,1.42E+12,42.37137,-71.062722,HAZARD_ON_ROAD_POT_HOLE,5,f68b1b0e-b1cc-336d-a956-4fd687c663a5,WEATHERHAZARD,3,118,2/23/15 11:26,1.42E+12,2/23/15 11:27,1.42E+12
2/23/15 11:40,William T Morrissey Blvd,"Boston, MA",0,1.42E+12,42.291662,-71.04744,HAZARD_ON_ROAD_POT_HOLE,5,1325b749-0cd8-3f2b-b0d4-1ce7c6a89fc0,WEATHERHAZARD,1,154,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:40,Arborway,"Boston, MA",6,1.42E+12,42.301516,-71.112297,HAZARD_ON_ROAD_POT_HOLE,6,f4f33103-2084-3bea-9907-6007dc72dfe2,WEATHERHAZARD,2,-88,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:40,William T Morrissey Blvd,"Boston, MA",6,1.42E+12,42.300001,-71.049675,HAZARD_ON_ROAD_POT_HOLE,5,15228a57-a213-396b-8f8c-259387c2012a,WEATHERHAZARD,1,-172,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:40,Riverway,"Boston, MA",6,1.42E+12,42.342957,-71.103521,HAZARD_ON_ROAD_POT_HOLE,9,f4ea0c4b-1a4c-350d-b8da-57fe8bdf4f39,WEATHERHAZARD,3,133,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:40,Columbia Rd,"Boston, MA",6,1.42E+12,42.323401,-71.052211,HAZARD_ON_ROAD_POT_HOLE,5,cfcfb818-5971-3097-a058-a139e3ce151e,WEATHERHAZARD,1,163,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:40,Old Colony Ave,"Boston, MA",6,1.42E+12,42.325919,-71.0525,HAZARD_ON_ROAD_POT_HOLE,5,2335b674-3f00-3df3-b3af-ea51a6ff4896,WEATHERHAZARD,1,178,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
2/23/15 11:40,N Washington St,"Boston, MA",6,1.42E+12,42.368758,-71.059811,HAZARD_ON_ROAD_POT_HOLE,5,7b7e8d51-c9af-3528-9b22-852eba8f3511,WEATHERHAZARD,3,152,2/23/15 11:37,1.42E+12,2/23/15 11:38,1.42E+12
